name,gender,wikipedia_page,award_comb,state,first_honours_date,first_honours_year,pre_post_wikipedia,wikipedia_url,wikipedia_page_id,award_id,wp_creation_date,honours_date,wikipedia_creation_year,honours_year,award_name,announcement_event,division,citation,person_description,number_of_honours,new_honours_date,new_honours_year,wp_creation_year,time_diff,year_diff,wikipedia_week,new_honours_week,week_diff
Lee Tarlamis,Male,Yes,OAM,VIC,2018-06-10,2018,Post,https://en.wikipedia.org/wiki/Lee_Tarlamis,30064090,2001378,2010-12-16,2018-06-10,2010,2018,Medal of the Order of Australia,The Queen's Birthday 2018 Honours List,G,For service to the people and Parliament of Victoria.,Australian politician,1,2018-06-10,2018,2010,-2733,-8,2010-W50,2018-W23,-391
Leigh Clifford,Male,Yes,AC,VIC,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Leigh_Clifford,15155394,2011004,2008-01-11,2022-06-13,2008,2022,Companion of the Order of Australia,The Queen's Birthday 2022 Honours List,G,"For eminent service to business in the aviation, arts and¬†education sectors, to the community through charitable support and scholarships, and for philanthropic contributions.",Australian company director,2,2008-01-25,2008,2008,-14,0,2008-W02,2008-W04,-2
Leigh Sales,Female,Yes,AM,NSW,2019-06-09,2019,Post,https://en.wikipedia.org/wiki/Leigh_Sales,10234051,2004591,2007-03-24,2019-06-09,2007,2019,Member of the Order of Australia,Queen's Birthday 2019 Honours List,G,For significant service to the broadcast media.,Australian journalist,1,2019-06-09,2019,2007,-4460,-12,2007-W12,2019-W23,-638
Leisel Jones,Female,Yes,OAM,QLD,2005-01-25,2005,Post,https://en.wikipedia.org/wiki/Leisel_Jones,937355,1057932,2004-08-28,2005-01-25,2004,2005,Medal of the Order of Australia,Australia Day 2005 Honours List,NA,For service to sport as a Gold Medallist at the Athens 2004 Olympic Games.,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",1,2005-01-25,2005,2004,-150,-1,2004-W35,2005-W04,-22
Len Beadell,Male,Yes,OAM,SA,1988-06-12,1988,Pre,https://en.wikipedia.org/wiki/Len_Beadell,645510,885113,2004-05-10,1988-06-12,2004,1988,Medal of the Order of Australia,The Queen's Birthday 1988 Honours List,G,In recognition of service to the Public service and to literature,Australian explorer,1,2001-01-15,2001,2004,1211,3,2004-W20,2001-W03,173
Len Eacott,Male,Yes,AM,ACT,2007-01-25,2007,Post,https://en.wikipedia.org/wiki/Len_Eacott,63115327,1133860,2020-02-15,2007-01-25,2020,2007,Member of the Order of Australia,Australia Day 2007 Honours List,M,"For exceptional service and outstanding devotion to duty as Principal Chaplain - Army and Head of Corps, Royal Australian Army Chaplains' Department.",Australian Anglican bishop,1,2007-01-25,2007,2020,4769,13,2020-W07,2007-W04,681
Len Evans (wine),Male,Yes,AO,NSW,1999-06-13,1999,Pre,https://en.wikipedia.org/wiki/Len_Evans_(wine),4372062,884578,2006-03-13,1999-06-13,2006,1999,Officer of the Order of Australia,The Queen's Birthday 1999 Honours List,G,"AO. FOR SERVICE TO THE AUST WINE INDUSTRY, INCL RAISING THE PROFILE OF AUST WINES INTERNATIONALLY, & TO THE COMMUNITY AS A PHILANTHROPIST, PARTICULARLY THROUGH THE AAP LEN EVANS FINANCIAL MARKETS CHARITY EVENT. OBE. GAZ S214. QB 1999",Australian wine critic (1930-2006),1,2001-01-15,2001,2006,1883,5,2006-W11,2001-W03,269
Len King,Male,Yes,AC,SA,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Len_King,5859278,884344,2006-07-07,1987-06-07,2006,1987,Companion of the Order of Australia,The Queen's Birthday 1987 Honours List,G,"For service to the South Australian Parliament, Government and to the law.",Australian judge and politician,1,2001-01-15,2001,2006,1999,5,2006-W27,2001-W03,285
Lena Nyadbi,Female,Yes,AO,WA,2022-01-26,2022,Post,https://en.wikipedia.org/wiki/Lena_Nyadbi,43220442,2009787,2014-07-05,2022-01-26,2014,2022,Officer of the Order of Australia,Australia Day 2022 Honours List,G,For distinguished service to the visual arts as a contemporary Indigenous artist.,Indigenous Australian artist and painter (born c. 1936),1,2022-01-26,2022,2014,-2762,-8,2014-W27,2022-W04,-395
Leneen Forde,Female,Yes,AC,QLD,1993-01-25,1993,Pre,https://en.wikipedia.org/wiki/Leneen_Forde,1696458,873785,2005-04-06,1993-01-25,2005,1993,Companion of the Order of Australia,Australia Day 1993 Honours List,G,"In recognition of service to the law, to improving the status of women and to economic and business development","Governor of Queensland, Australia",1,2001-01-15,2001,2005,1542,4,2005-W14,2001-W03,220
Lenore Manderson,Female,Yes,AM,VIC,2020-01-25,2020,Post,https://en.wikipedia.org/wiki/Lenore_Manderson,40196589,2005901,2013-08-09,2020-01-25,2013,2020,Member of the Order of Australia,Australia Day 2020 Honours List,G,"For significant service to education, particularly medical anthropology, and to public health.",Australian medical anthropologist,1,2020-01-25,2020,2013,-2360,-7,2013-W32,2020-W04,-338
Leo Davies,Male,Yes,AO,ACT,2014-01-25,2014,Post,https://en.wikipedia.org/wiki/Leo_Davies,47147487,1148861,2015-07-04,2014-01-25,2015,2014,Officer of the Order of Australia,Australia Day 2014 Honours List,M,For distinguished service to the Australian Defence Force in senior command and staff appointments.,Austrialian air marshal,1,2014-01-25,2014,2015,525,1,2015-W27,2014-W04,75
Leo Hielscher,Male,Yes,AC,QLD,2004-06-13,2004,Post,https://en.wikipedia.org/wiki/Leo_Hielscher,26155167,1056740,2010-02-11,2004-06-13,2010,2004,Companion of the Order of Australia,The Queen's Birthday 2004 Honours List,NA,"For service to economic growth and development, to business and finance, and to the community through strong support for major arts, cultural, sporting and charitable organisations.",Australian public servant,1,2004-06-13,2004,2010,2069,6,2010-W06,2004-W24,295
Leo McKern,Male,Yes,AO,Other,1983-01-25,1983,Pre,https://en.wikipedia.org/wiki/Leo_McKern,68726,870056,2002-08-07,1983-01-25,2002,1983,Officer of the Order of Australia,Australia Day 1983 Honours List,G,For service to the performing arts.,Australian-British actor,1,2001-01-15,2001,2002,569,1,2002-W32,2001-W03,81
Leo Radom,Male,Yes,AC,NSW,2019-06-09,2019,Post,https://en.wikipedia.org/wiki/Leo_Radom,3536249,2004781,2005-12-27,2019-06-09,2005,2019,Companion of the Order of Australia,Queen's Birthday 2019 Honours List,G,"For eminent service to science, particularly to computational chemistry, as an academic, author and mentor, and to international scientific bodies.",Australian chemist,1,2019-06-09,2019,2005,-4912,-14,2005-W52,2019-W23,-702
Leo Schofield,Male,Yes,AM,NSW,2000-06-11,2000,Pre,https://en.wikipedia.org/wiki/Leo_Schofield,12388347,1136668,2007-07-23,2000-06-11,2007,2000,Member of the Order of Australia,The Queen's Birthday 2000 Honours List,G,"For service to the arts, particularly the Sydney Festival and the Melbourne Festival, as a fundraiser and administrator, and to environmental and heritage conservation.",Australian art director and critic,1,2001-01-15,2001,2007,2380,6,2007-W30,2001-W03,340
Leo Williams (rugby union),Male,Yes,AO,QLD,1999-01-25,1999,Pre,https://en.wikipedia.org/wiki/Leo_Williams_(rugby_union),24706892,872409,2009-10-16,1999-01-25,2009,1999,Officer of the Order of Australia,Australia Day 1999 Honours List,G,"RFD. FOR SERVICE TO RUGBY UNION FOOTBALL, TO THE LAW, AND TO THE COMMUNITY. AO S16 1999","Lawyer, Australian rugby union player, Humanitarian.",1,2001-01-15,2001,2009,3196,8,2009-W42,2001-W03,456
Leon Gregory,Male,Yes,OAM,SA,2017-06-11,2017,Post,https://en.wikipedia.org/wiki/Leon_Gregory,7212724,1770049,2006-09-30,2017-06-11,2006,2017,Medal of the Order of Australia,The Queen's Birthday 2017 Honours List,G,"For service to the Olympic movement, and to athletics.",Australian sprinter,1,2017-06-11,2017,2006,-3907,-11,2006-W39,2017-W23,-559
Leonard Ainsworth,Male,Yes,AM,NSW,2018-06-10,2018,Post,https://en.wikipedia.org/wiki/Leonard_Ainsworth,60485253,2002010,2019-04-13,2018-06-10,2019,2018,Member of the Order of Australia,The Queen's Birthday 2018 Honours List,G,"For significant service to business and manufacturing, and to the community through philanthropic contributions.",Australian businessman,1,2018-06-10,2018,2019,307,1,2019-W15,2018-W23,43
Leonard Long,Male,Yes,OAM,VIC,1993-01-25,1993,Pre,https://en.wikipedia.org/wiki/Leonard_Long,3565026,870432,2005-12-30,1993-01-25,2005,1993,Medal of the Order of Australia,Australia Day 1993 Honours List,G,OAM/FOR SERVICE TO THE ARTS AS A PAINTER OF AUSTRALIAN LANDSCAPES. (JAN 93) AUST DAY HONOURS,Australian painter (1911-2013),1,2001-01-15,2001,2005,1810,4,2005-W52,2001-W03,258
Leonard Teale,Male,Yes,AO,NSW,1992-01-25,1992,Pre,https://en.wikipedia.org/wiki/Leonard_Teale,4740629,869740,2006-04-14,1992-01-25,2006,1992,Officer of the Order of Australia,Australia Day 1992 Honours List,G,AO/AUST DAY 1992 (GENERAL DIVISION). FOR SERVICE TO THE PERFORMING ARTS AND TO THE COMMUNITY,Australian actor (1922-1994),1,2001-01-15,2001,2006,1915,5,2006-W15,2001-W03,273
Leonard Webb (academic),Male,Yes,AO,QLD,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Leonard_Webb_(academic),64229608,878293,2020-06-10,1987-06-07,2020,1987,Officer of the Order of Australia,The Queen's Birthday 1987 Honours List,G,"AO QB 1987. FOR SERVICE TO CONSERVATION, PARTICULARLY IN THE FIELD OF RAINFOREST ECOLOGY",Australian ecologist and ethnobiologist,1,2001-01-15,2001,2020,7086,19,2020-W24,2001-W03,1012
Leonie Kramer,Female,Yes,AC,NSW,1993-01-25,1993,Pre,https://en.wikipedia.org/wiki/Leonie_Kramer,6068039,881275,2006-07-22,1993-01-25,2006,1993,Companion of the Order of Australia,Australia Day 1993 Honours List,G,"For service to Australian literature, to education and to the community.",Australian academic,1,2001-01-15,2001,2006,2014,5,2006-W29,2001-W03,287
Lerryn Mutton,Male,Yes,OAM,NSW,2010-06-13,2010,Post,https://en.wikipedia.org/wiki/Lerryn_Mutton,27933503,1142976,2010-07-04,2010-06-13,2010,2010,Medal of the Order of Australia,The Queen's Birthday 2010 Honours List,G,For service to the communities of Concord and Kincumber.,Australian politician,1,2010-06-13,2010,2010,21,0,2010-W26,2010-W23,3
Les Abbott (rugby league),Male,Yes,OAM,NSW,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Les_Abbott_(rugby_league),61672098,1137558,2019-09-03,2008-01-25,2019,2008,Medal of the Order of Australia,Australia Day 2008 Honours List,G,"For service to the community of Lithgow, particularly in Rugby League football as a player, coach, referee, official and timekeeper.",Australian rugby league player (1915-2011),1,2008-01-25,2008,2019,4239,11,2019-W36,2008-W04,605
Les Bursill,Male,Yes,OAM,NSW,2010-01-25,2010,Post,https://en.wikipedia.org/wiki/Les_Bursill,24081030,1141902,2009-08-23,2010-01-25,2009,2010,Medal of the Order of Australia,Australia Day 2010 Honours List,G,"For service to the community of the Sutherland Shire through a range of heritage, arts and historical organisations.",Australian academic,1,2010-01-25,2010,2009,-155,-1,2009-W34,2010-W04,-23
Les Carlyon,Male,Yes,AC,VIC,2014-06-08,2014,Post,https://en.wikipedia.org/wiki/Les_Carlyon,8786134,1149926,2007-01-06,2014-06-08,2007,2014,Companion of the Order of Australia,The Queen's Birthday 2014 Honours List,G,"For eminent service to literature through the promotion of the national identity as an author, editor and journalist, to the understanding and appreciation of Australia's war history, and to the horseracing industry.",Australian writer and newspaper editor,1,2014-06-08,2014,2007,-2710,-7,2007-W01,2014-W23,-388
Les Cowie,Male,Yes,OAM,NSW,1994-06-09,1994,Pre,https://en.wikipedia.org/wiki/Les_Cowie,10275216,886250,2007-03-26,1994-06-09,2007,1994,Medal of the Order of Australia,The Queen's Birthday 1994 Honours List,G,In recognition of service to the sport of Rugby League football,Australian rugby league footballer,1,2001-01-15,2001,2007,2261,6,2007-W13,2001-W03,323
Les Fisher,Male,Yes,AO,ACT,1993-06-12,1993,Pre,https://en.wikipedia.org/wiki/Les_Fisher,27800719,879192,2010-06-22,1993-06-12,2010,1993,Officer of the Order of Australia,The Queen's Birthday 1993 Honours List,M,In recognition of service to the RAAF as the Assistant Chief of the Defence Force (Operations),Royal Australian Air Force air marshal,1,2001-01-15,2001,2010,3445,9,2010-W25,2001-W03,492
Les Hiddins,Male,Yes,AM,QLD,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Les_Hiddins,1033714,878981,2004-10-02,1987-06-07,2004,1987,Member of the Order of Australia,The Queen's Birthday 1987 Honours List,M,For service to the Australian army in the field of combat survival.,Australian bushcraft expert,1,2001-01-15,2001,2004,1356,3,2004-W40,2001-W03,193
Les Johnson,Male,Yes,AM,NSW,1990-06-10,1990,Pre,https://en.wikipedia.org/wiki/Les_Johnson,15605474,884424,2008-02-05,1990-06-10,2008,1990,Member of the Order of Australia,The Queen's Birthday 1990 Honours List,G,"For service to the Australian Parliament, for public service, and for service to the Aboriginal community.",Australian politician (1924-2015),1,2001-01-15,2001,2008,2577,7,2008-W06,2001-W03,368
Les Logan,Male,Yes,AM,WA,1980-06-08,1980,Pre,https://en.wikipedia.org/wiki/Les_Logan,51087649,884479,2016-07-17,1980-06-08,2016,1980,Member of the Order of Australia,The Queen's Birthday 1980 Honours List,G,AM QB 1980. FOR SERVICE TO PARLIAMENT AND TO THE COMMUNITY,Australian politician,1,2001-01-15,2001,2016,5662,15,2016-W28,2001-W03,808
Les Murray (broadcaster),Male,Yes,AM,NSW,2006-06-11,2006,Post,https://en.wikipedia.org/wiki/Les_Murray_(broadcaster),3194238,1132949,2005-11-19,2006-06-11,2005,2006,Member of the Order of Australia,The Queen's Birthday 2006 Honours List,G,"For service to soccer as a television and radio producer, journalist and presenter, and through national and international football organisations.",Australian sports journalist (1945-2017),1,2006-06-11,2006,2005,-204,-1,2005-W46,2006-W23,-30
Les Murray (poet),Male,Yes,AO,NSW,1989-01-25,1989,Pre,https://en.wikipedia.org/wiki/Les_Murray_(poet),3194103,870200,2004-09-21,1989-01-25,2004,1989,Officer of the Order of Australia,Australia Day 1989 Honours List,G,AO AD89. FOR SERVICE TO AUSTRALIAN LITERATURE,Australian poet and critic (1938-2019),1,2001-01-15,2001,2004,1345,3,2004-W39,2001-W03,192
Les Scheinflug,Male,Yes,AM,NSW,2000-01-25,2000,Pre,https://en.wikipedia.org/wiki/Les_Scheinflug,7869523,1129730,2006-11-10,2000-01-25,2006,2000,Member of the Order of Australia,Australia Day 2000 Honours List,G,For service to soccer as a national player and coach.,Australian soccer player,1,2001-01-15,2001,2006,2125,5,2006-W45,2001-W03,303
Les Schirato,Male,Yes,AM,NSW,2008-06-08,2008,Post,https://en.wikipedia.org/wiki/Les_Schirato,39526411,1138717,2013-05-30,2008-06-08,2013,2008,Member of the Order of Australia,The Queen's Birthday 2008 Honours List,G,"For service to the community through philanthropic contributions to health, youth, church and social welfare organisations, and to business.",Australian businessman,1,2008-06-08,2008,2013,1817,5,2013-W22,2008-W23,259
Les Twentyman,Male,Yes,OAM,VIC,1994-06-09,1994,Pre,https://en.wikipedia.org/wiki/Les_Twentyman,4318062,873597,2006-03-08,1994-06-09,2006,1994,Medal of the Order of Australia,The Queen's Birthday 1994 Honours List,G,OAM/FOR SERVICE TO YOUTH AS AN OUTREACH WORKER AND AS FOUNDER OF THE 20TH MAN HOMELESS AND KIDS IN DISTRESS FUND. QUEEN'S B'DAY 1994,Australian activist,1,2001-01-15,2001,2006,1878,5,2006-W10,2001-W03,268
Lesley Bartlett,Female,Yes,OAM,QLD,2001-06-10,2001,Post,https://en.wikipedia.org/wiki/Lesley_Bartlett,59438113,878100,2018-12-20,2001-06-10,2018,2001,Medal of the Order of Australia,The Queen's Birthday 2001 Honours List,G,"For service to the community, particularly through issues affecting women and support for employment creation initiatives.",Australian activist (1927–2018),1,2001-06-10,2001,2018,6402,17,2018-W51,2001-W23,914
Lesley Campbell,Female,Yes,AM,NSW,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Lesley_Campbell,61357890,1137445,2019-07-25,2008-01-25,2019,2008,Member of the Order of Australia,Australia Day 2008 Honours List,G,"For service to medicine as a clinician, academic and researcher in the field of endocrinology, to the development of the Diabetes Centre at St Vincent's Hospital, Sydney, and through professional organisations.",Australian endocrinologist and researcher,1,2008-01-25,2008,2019,4199,11,2019-W30,2008-W04,599
Lesley Hall,Female,Yes,OAM,VIC,2015-01-25,2015,Post,https://en.wikipedia.org/wiki/Lesley_Hall,70288990,1151108,2022-03-12,2015-01-25,2022,2015,Medal of the Order of Australia,Australia Day 2015 Honours List,G,(Award wef 15 August 2013) For service to people with a disability through a range of executive roles.,Australian disability advocate and arts administrator,1,2015-01-25,2015,2022,2603,7,2022-W10,2015-W04,371
Lesley Johnson,Female,Yes,AM,NSW,2010-06-13,2010,Post,https://en.wikipedia.org/wiki/Lesley_Johnson,69791861,1142683,2022-01-16,2010-06-13,2022,2010,Member of the Order of Australia,The Queen's Birthday 2010 Honours List,G,"For service to education as a leading academic, administrator and author, particularly in the fields of cultural history and feminist studies, and through the establishment of research centres for a range of disciplines.",Australian cultural historian,1,2010-06-13,2010,2022,4235,12,2022-W02,2010-W23,605
Lesley Turner Bowrey,Female,Yes,AM,NSW,2009-06-07,2009,Post,https://en.wikipedia.org/wiki/Lesley_Turner_Bowrey,2151732,1140807,2005-07-02,2009-06-07,2005,2009,Member of the Order of Australia,The Queen's Birthday 2009 Honours List,G,"For service to tennis as a player, coach and mentor to junior players, and to the community.",Australian tennis player,1,2009-06-07,2009,2005,-1436,-4,2005-W26,2009-W23,-206
Lesley Williams,Female,Yes,AM,QLD,1995-01-25,1995,Pre,https://en.wikipedia.org/wiki/Lesley_Williams,39586530,883691,2013-06-06,1995-01-25,2013,1995,Member of the Order of Australia,Australia Day 1995 Honours List,G,AM/FOR SERVICE IN THE FIELDS OF EDUCATION SCIENCE AND THE STUDY OF MEDICAL HISTORY AUST DAY 1995,Australian geneticist,1,2001-01-15,2001,2013,4525,12,2013-W23,2001-W03,646
