AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010795,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Graham Douglas GRIESHABER,Graham Douglas,GRIESHABER,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious devotion to duty as the Operations Warrant Officer of the Royal Military College of Australia.," Warrant Officer Grieshaber demonstrated meritorious conduct and dedication to duty over a sustained period, greatly enhancing the reputation of the Australian Defence Force and the capability of the Royal Military College. His personal steadfastness in his performance of garrison security duties, analysis of training support requirements, as well as his support to Defence and government agencies in times of national emergency has enhanced interoperability across Defence, local government and Emergency Service partners. "
2010796,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Colonel John Marton MOLNAR,John Marton,MOLNAR,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious achievement in the state emergency response to the Coronavirus pandemic in Victoria as the Senior Australian Defence Force Advisor to the State Control Centre., Colonel Molnar's outstanding contribution to the State of Victoria's Coronavirus response delivered an enduring framework for Emergency Management Victoria to coordinate multi-agency planning for this and future emergencies. His insightful advice to senior decision makers and targeted employment of Defence personnel was pivotal in supporting the Victorian Government in its efforts to limit the transmission of Coronavirus. 
2010797,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Colonel Daniel Peter HAUSER,Daniel Peter,HAUSER,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious achievement as the Assistant Defence Adviser Singapore and Brunei and Defence Adviser Brunei which significantly advances Australia's defence relationship with Brunei.," Lieutenant Colonel Hauser's strategic vision, innovation and strong interpersonal and diplomatic skills, reshaped Australia's defence relationship with Singapore and Brunei. As Defence Adviser Brunei, he significantly advanced Australia's defence relationship, opening new areas of cooperation with the Royal Brunei Armed Forces. He enhanced Australian Defence Force strategic options and capability in the region gaining unprecedented access for the conduct of technical exchanges on shared platforms. "
2010798,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Sergeant Paul Andrew BURGAN,Paul Andrew,BURGAN,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious achievement as Sergeant Incident Management, Headquarters Forces Command.", Sergeant Burgan demonstrated exceptional professionalism and unwavering dedication to duty in the Incident Management cell within Headquarters Forces Command. His efforts as Sergeant Incident Management and Administrator of the Army Incident Management System were outstanding over a three-year period. Sergeant Burgan was instrumental in the continuity and refinement of incident reporting and management across Forces Command for a prolonged period. Sergeant Burgan's constant outstanding performance enabled and supported one of Army's most critical functions. 
2010799,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two David Andrew OWEN,David Andrew,OWEN,,,,Australia Day 2022 Honours List,,Australian Army,"For meritorious devotion to duty as the Artificer Sergeant Major of the 4th Regiment, Royal Australian Artillery."," Warrant Officer Class Two Owen has made an outstanding contribution to the maintenance program during the pandemic which enabled an unprecedented level of vehicle, howitzer and equipment serviceability for the 4th Regiment, Royal Australian Artillery. His consummate professionalism, inspirational leadership and meritorious devotion to duty have brought great credit upon himself and the Australian Army and are in the finest traditions of the Australian Defence Force. "
2010800,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Commander Kate CARRIAGE RAN,Kate,CARRIAGE,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty as the Naval Aviation Systems Program Office Deputy Chief Engineer between January 2019 and December 2020.," Lieutenant Commander Carriage has demonstrated exceptional performance in her role as the Naval Aviation System Program Office Deputy Chief Engineer. Through her outstanding efforts and exemplary leadership, she has been the key enabler in the development and support of improved engineering products delivered by the Naval Aviation System Program Office. "
2010801,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Petty Officer Christopher David GAMBLE,Christopher David,GAMBLE,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty as an instructor in the field of Navy Survivability and Ship Safety.," Petty Officer Gamble was instrumental in contributing to the continuity and increased level of Navy Survivability and Ship Safety training during the unavailability of a prime training system due to extended maintenance. His innovation, professionalism and commitment to Combat Survivability training directly led to the achievement of excellent training and learning outcomes, without compromising standards or safety of personnel. His efforts contributed to maintaining Navy's capability by ensuring that training throughput was not impacted by system unavailability. "
2010802,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Lieutenant Commander Katey Ann D'COSTA RAN,Katey Ann,D'COSTA,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious devotion to duty as the Executive Officer of HMAS Harman during Operation Bushfire Assist and the COVID-19 pandemic in 2020.," During dynamic and challenging times, Lieutenant Commander D'Costa contributed to the protection response required by Operation Bushfire Assist and the extraordinary COVID-19 pandemic circumstances. Her articulate and judicious communications ensured clear awareness of situations, conditions and requirements for the Canberra Navy Community. Her efforts supported the welfare and awareness of all Canberra based Naval Staff and enhanced Navy Capability in the region. "
2010803,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Major James Rohan ELING,James Rohan,ELING,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious achievement as a Joint Task Group 629.2 Strategic Planner supporting Emergency Management Victoria State Control Centre during Operation COVID 19 ASSIST.," Major Eling's outstanding achievements delivered highly collaborative solutions for Victoria Government agencies in response to the COVID-19 outbreak in 2020. His leadership and ability to influence key stakeholders was key to unifying plans and policy. His performance directly contributed to improved interagency engagement amongst the Australian Defence Force, Emergency Management Victoria and Victorian Government agencies. "
2010804,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Sergeant Jason Wayne THOMAS,Jason Wayne,THOMAS,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious devotion to duty in sustainment of Air Traffic Management systems at the Surveillance and Control Systems Program Office.," Sergeant Thomas has made a meritorious contribution to the sustainment of Air Traffic Management systems through exceptional leadership of complex, safety critical activities during his posting to Surveillance and Control Systems Program Office. His exceptional leadership, technical and social mastery, dedication and adaptability has ensured timely and cost effective enhancements to the delivery of Air Traffic Services and the safety of civilian and military flying operations across Australia. "
2010805,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Warrant Officer Class Two Samuel Anthony JENKINS,Samuel Anthony,JENKINS,,,,Australia Day 2022 Honours List,,Australian Army,For meritorious achievement in the design and development of digital safety processes for Army's current and future land-based fires.," Warrant Officer Jenkins' innovative solutions towards design and development of digital safety processes enabled efficient, accurate and responsive engagements from land-based fires and have been adopted by all field artillery units within the Australian Regular Army. His visionary modernisation efforts have reduced training burdens, increased safety, increased responsiveness and realism of training and enabled the digital expansion of the Joint Fires enterprise. "
2010806,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Wing Commander Howard ROBY,Howard,ROBY,,,,Australia Day 2022 Honours List,,Royal Australian Air Force,For meritorious devotion to duty in aeromedical evacuation for the Royal Australian Air Force.," Wing Commander Roby made a conspicuous contribution in the swift provision of superb aeromedical evacuation of critically ill and injured people in highly demanding circumstances; through outstanding devotion to duty, clinical excellence, and utter commitment to world class patient care. His professionalism and conspicuous aeromedical expertise has had a lasting impact on these patients, their families, and their quality of life; whilst advancing the excellence of the Australian Defence Force's sovereign strategic aeromedical evacuation capability and world class patient care. "
2010807,01/26/2022 00:00:00 +00:00,Conspicuous Service Medal,CSM,ME,0,,Leading Seaman Tenielle Katherine WALTER,Tenielle Katherine,WALTER,,,,Australia Day 2022 Honours List,,Royal Australian Navy,For meritorious achievement as the Catering Supervisor and Victualler in HMAS Sirius during REGIONAL PRESENCE DEPLOYMENT 2020.," Leading Seaman Walter's exceptional performance and dedication to duty directly contributed to the operational effectiveness of HMAS Sirius and Task Group 635.3 during REGIONAL PRESENCE DEPLOYMENT 2020. Her performance and leadership were tested under unique and challenging circumstances due to personnel shortages, a dynamic program and COVID-19 restrictions. "
